Ticker,Date,log_return
GOOGL,2024-01-02,
GOOGL,2024-01-03,0.005413416878841
GOOGL,2024-01-04,-0.0183797902314944
GOOGL,2024-01-05,-0.0048508376315105
GOOGL,2024-01-08,0.0226545777848862
GOOGL,2024-01-09,0.0150830312916579
GOOGL,2024-01-10,0.0093917425918998
GOOGL,2024-01-11,-0.0014066463693204
GOOGL,2024-01-12,0.0040037427415075
GOOGL,2024-01-16,-0.0011221745139363
GOOGL,2024-01-17,-0.0071841712593722
GOOGL,2024-01-18,0.0141079337871347
GOOGL,2024-01-19,0.0200103906434975
GOOGL,2024-01-22,-0.0026678496913054
GOOGL,2024-01-23,0.0071664491083581
GOOGL,2024-01-24,0.0112262199959572
GOOGL,2024-01-25,0.021094026647722
GOOGL,2024-01-26,0.0021048966976251
GOOGL,2024-01-29,0.0086359194128164
GOOGL,2024-01-30,-0.0134440676880212
GOOGL,2024-01-31,-0.0779651111049519
GOOGL,2024-02-01,0.0075375278416546
GOOGL,2024-02-02,0.0086055492199197
GOOGL,2024-02-05,0.0090889796080213
GOOGL,2024-02-06,0.0029189917836085
GOOGL,2024-02-07,0.0099433714266174
GOOGL,2024-02-08,0.002539101586139
GOOGL,2024-02-09,0.0209562875711159
GOOGL,2024-02-12,-0.009914769290254
GOOGL,2024-02-13,-0.0163327470104749
GOOGL,2024-02-14,0.0054968054215794
GOOGL,2024-02-15,-0.0219606213396999
GOOGL,2024-02-16,-0.015885115924337
GOOGL,2024-02-20,0.0042606998557795
GOOGL,2024-02-21,0.0100822791089615
GOOGL,2024-02-22,0.0107452421623986
GOOGL,2024-02-23,-0.0009025490815505
GOOGL,2024-02-26,-0.0454025981350169
GOOGL,2024-02-27,0.0094773543576953
GOOGL,2024-02-28,-0.018165143175038
GOOGL,2024-02-29,0.0151363808439562
GOOGL,2024-03-01,-0.0095792263338122
GOOGL,2024-03-04,-0.0280250010069774
GOOGL,2024-03-05,-0.0051124682714157
GOOGL,2024-03-06,-0.0096187685266338
GOOGL,2024-03-07,0.022425584227242
GOOGL,2024-03-08,0.0076355962114725
GOOGL,2024-03-11,0.0165522637352015
GOOGL,2024-03-12,0.0060108218528587
GOOGL,2024-03-13,0.0092709228274063
GOOGL,2024-03-14,0.0234024807597056
GOOGL,2024-03-15,-0.0135081091257662
GOOGL,2024-03-18,0.0450121010706044
GOOGL,2024-03-19,-0.0044110818721861
GOOGL,2024-03-20,0.0115632129193131
GOOGL,2024-03-21,-0.0076938986883671
GOOGL,2024-03-22,0.02124957161033
GOOGL,2024-03-25,-0.004653624415187
GOOGL,2024-03-26,0.0039901019472017
GOOGL,2024-03-27,0.0013265038271645
GOOGL,2024-03-28,0.000397598156467
MTCH,2024-01-02,
MTCH,2024-01-03,-0.0152209727991311
MTCH,2024-01-04,0.0139843345652218
MTCH,2024-01-05,0.0086248359456054
MTCH,2024-01-08,0.0324555532137816
MTCH,2024-01-09,0.029899576073903
MTCH,2024-01-10,-0.0066821666590403
MTCH,2024-01-11,-0.0298373198351839
MTCH,2024-01-12,-0.0203978708513724
MTCH,2024-01-16,-0.0057104955003848
MTCH,2024-01-17,-0.023173349729102
MTCH,2024-01-18,0.0149586472100521
MTCH,2024-01-19,-0.008559973772197
MTCH,2024-01-22,0.0044272302990567
MTCH,2024-01-23,0.0090696791642034
MTCH,2024-01-24,0.010613772272903
MTCH,2024-01-25,0.0296061266618894
MTCH,2024-01-26,-0.002368114633209
MTCH,2024-01-29,0.0110035687860347
MTCH,2024-01-30,-0.0170809965659479
MTCH,2024-01-31,0.0170809965659478
MTCH,2024-02-01,-0.0033929581370042
MTCH,2024-02-02,-0.0219382883591168
MTCH,2024-02-05,-0.0537999970859605
MTCH,2024-02-06,0.0162241833157588
MTCH,2024-02-07,-0.0344375325675653
MTCH,2024-02-08,0.0060128767863708
MTCH,2024-02-09,0.011071778297152
MTCH,2024-02-12,0.0433710705614089
MTCH,2024-02-13,-0.0377404033454684
MTCH,2024-02-14,0.0202869141269915
MTCH,2024-02-15,0.0351388327717778
MTCH,2024-02-16,-0.0015949331385391
MTCH,2024-02-20,-0.0390610708209303
MTCH,2024-02-21,0.001658307679299
MTCH,2024-02-22,-0.0024885995162357
MTCH,2024-02-23,0.0202802698228319
MTCH,2024-02-26,-0.0065324587214931
MTCH,2024-02-27,0.0189348577230448
MTCH,2024-02-28,-0.0385135638130552
MTCH,2024-02-29,0.0036136541544102
MTCH,2024-03-01,-0.0036136541544102
MTCH,2024-03-04,-0.0239548853259903
MTCH,2024-03-05,-0.0137853854564192
MTCH,2024-03-06,-0.0216319939592855
MTCH,2024-03-07,0.0079470750770586
MTCH,2024-03-08,-0.0061755549265988
MTCH,2024-03-11,0.0058822801447074
MTCH,2024-03-12,-0.0165585558506441
MTCH,2024-03-13,-0.0074817046031383
MTCH,2024-03-14,0.0009007290511993
MTCH,2024-03-15,0.0068790325376143
MTCH,2024-03-18,0.0460186560050625
MTCH,2024-03-19,0.0163752392861328
MTCH,2024-03-20,0.0083658950811379
MTCH,2024-03-21,-0.008926132025898
MTCH,2024-03-22,0.001679770116262
MTCH,2024-03-25,-0.0115347979307558
MTCH,2024-03-26,0.0092944768283536
MTCH,2024-03-27,0.0058701189220783
MTCH,2024-03-28,0.0110865246405189
META,2024-01-02,
META,2024-01-03,-0.0052696101784852
