ticker,news_id
GOOGL,175557073
GOOGL,175592149
GOOGL,175725585
GOOGL,175559319
GOOGL,175585505
GOOGL,175564529
GOOGL,175563363
GOOGL,175557159
GOOGL,175563223
GOOGL,175562243
GOOGL,175586563
GOOGL,175554459
GOOGL,175557089
GOOGL,175568657
GOOGL,175555403
GOOGL,175554473
GOOGL,175563391
GOOGL,175556823
GOOGL,175557227
GOOGL,175556777
GOOGL,175560525
GOOGL,175563371
GOOGL,175556755
GOOGL,175560657
GOOGL,175562231
GOOGL,175573679
GOOGL,175573663
GOOGL,175559123
GOOGL,175559643
GOOGL,175559141
GOOGL,175562249
GOOGL,175560893
GOOGL,175561167
GOOGL,175563737
GOOGL,175567431
GOOGL,175569667
GOOGL,175566999
GOOGL,175565861
GOOGL,175564795
GOOGL,175564763
GOOGL,175570107
GOOGL,175581001
GOOGL,175678975
GOOGL,175678977
GOOGL,175587813
GOOGL,175567591
GOOGL,175565699
GOOGL,175567425
GOOGL,175574247
GOOGL,175612617
GOOGL,175567465
GOOGL,175567475
GOOGL,175569695
GOOGL,175568335
GOOGL,175582213
GOOGL,175568869
GOOGL,175568535
GOOGL,175570251
GOOGL,175576493
GOOGL,175569859
GOOGL,175572793
GOOGL,175571475
GOOGL,175570131
GOOGL,175570133
GOOGL,175595179
GOOGL,175586561
GOOGL,175571371
GOOGL,175571099
GOOGL,175572753
GOOGL,175582051
GOOGL,175576961
GOOGL,175576373
GOOGL,175576401
GOOGL,175576491
GOOGL,175573681
GOOGL,175572901
GOOGL,175573803
GOOGL,175573011
GOOGL,175618123
GOOGL,175575645
GOOGL,175614227
GOOGL,175601455
GOOGL,175621469
GOOGL,175579015
GOOGL,175575665
GOOGL,175590747
GOOGL,175576937
GOOGL,175576385
GOOGL,175578907
GOOGL,175581003
GOOGL,175586439
GOOGL,175582467
GOOGL,175577659
GOOGL,175585095
GOOGL,175578023
GOOGL,175595735
GOOGL,175579797
GOOGL,175851127
GOOGL,175583415
GOOGL,175600727
MTCH,175552821
MTCH,175725585
MTCH,175564529
MTCH,175552815
MTCH,175622627
MTCH,175563387
MTCH,175552053
MTCH,175561189
MTCH,175579055
MTCH,175552751
MTCH,175553923
MTCH,175556601
MTCH,175554031
MTCH,175555403
MTCH,175554467
MTCH,175554469
MTCH,175558473
MTCH,175565453
MTCH,175563391
MTCH,175556753
MTCH,175562485
MTCH,175558461
MTCH,175556757
MTCH,175556849
MTCH,175562231
MTCH,175559115
MTCH,175557161
MTCH,175557217
MTCH,175573679
MTCH,175573663
MTCH,175673805
MTCH,175559123
MTCH,175559643
MTCH,175559111
MTCH,175668017
MTCH,175559645
MTCH,175576905
MTCH,175561159
MTCH,175564647
MTCH,175568499
MTCH,175567461
MTCH,175574243
MTCH,175563737
MTCH,175563421
MTCH,175568427
MTCH,175564573
MTCH,175573683
MTCH,175567125
MTCH,175571365
MTCH,175573703
MTCH,175851121
MTCH,175567001
MTCH,175572821
MTCH,175568377
MTCH,175575619
MTCH,175566999
MTCH,175575511
MTCH,175564763
MTCH,175570107
MTCH,175573807
MTCH,175678973
MTCH,175678975
MTCH,175678977
MTCH,175568371
MTCH,175606967
MTCH,175565699
MTCH,175567425
MTCH,175579221
MTCH,175572469
MTCH,175564803
MTCH,175567003
MTCH,175567187
MTCH,175567465
MTCH,175567117
MTCH,175567475
MTCH,175573707
MTCH,175570257
MTCH,175572471
MTCH,175567481
MTCH,175573655
MTCH,175568335
MTCH,175569701
MTCH,175568869
MTCH,175605597
MTCH,175568539
MTCH,175582049
MTCH,175570251
MTCH,175570121
MTCH,175582053
MTCH,175579237
MTCH,175579215
MTCH,175634999
MTCH,175569699
MTCH,175571369
MTCH,175601613
MTCH,175576433
MTCH,175583719
MTCH,175570131
MTCH,175570133
MTCH,175586561
META,199090867
META,187896721
META,190942553
META,175801259
META,175601473
META,183795357
META,198862179
META,195032853
META,190959363
META,179059255
META,203365777
META,189974185
META,199006793
META,179885435
META,192862919
META,179542093
META,188732693
META,199651055
META,194269499
META,176602005
META,176605395
META,186074499
META,185420355
META,195755347
META,189644441
META,184549769
META,184237835
META,201231769
META,187582885
META,203737427
META,190481653
META,201185141
META,184122393
META,186789891
META,182704965
META,198210865
META,194944873
META,177005483
META,199958977
META,178729339
META,186188449
META,190849425
META,188696815
META,197354021
META,200266455
META,200977551
META,202653285
META,178525699
META,181732941
META,181936955
META,183748383
META,184396801
META,186146341
META,192118817
META,194151979
META,196776449
META,199680361
META,200639877
META,196981649
META,199128971
META,184810921
META,186400177
META,186532425
META,187687837
META,187972157
META,192447989
META,192674045
META,181718463
META,185676873
META,186124719
META,188998033
META,189909207
META,191292517
META,198828487
META,180573025
META,184923579
META,191741673
META,192990661
META,194450137
META,194964233
META,194986203
META,200707977
META,179543057
META,186208059
META,181739451
META,184655959
META,186067081
META,186070673
META,186073157
META,187957853
META,189762859
META,194681313
META,195050061
META,196257641
META,198383433
META,202669161
META,178035857
META,194410805
META,203267549
META,178227315
NFLX,199920923
NFLX,199400847
NFLX,194094427
NFLX,196192749
NFLX,199090867
NFLX,195117725
NFLX,182328609
NFLX,186486147
NFLX,197406125
NFLX,198822717
NFLX,183300147
NFLX,183323077
NFLX,185717897
NFLX,196843019
NFLX,176963497
NFLX,186808823
NFLX,195123647
NFLX,175963303
NFLX,192386517
NFLX,193089893
NFLX,187896721
NFLX,183615169
NFLX,196980025
NFLX,190942553
NFLX,175977221
NFLX,175801259
NFLX,180504077
NFLX,184628115
NFLX,198636103
NFLX,176956727
NFLX,199355061
NFLX,175601473
NFLX,200627783
NFLX,201010287
NFLX,195032853
NFLX,178837167
NFLX,180552981
NFLX,180571939
NFLX,180581621
NFLX,184265401
NFLX,180920879
NFLX,201071949
NFLX,196774789
NFLX,203365777
NFLX,178992869
NFLX,180477165
NFLX,180481759
NFLX,180488513
NFLX,180506153
NFLX,180507139
NFLX,198539313
NFLX,202206059
NFLX,199006793
NFLX,184283613
NFLX,184437955
NFLX,184437963
NFLX,191093711
NFLX,191108453
NFLX,195537371
NFLX,203007801
NFLX,179885435
NFLX,192862919
NFLX,186887537
NFLX,186950903
NFLX,190342479
NFLX,200641331
NFLX,203804617
NFLX,188732693
NFLX,199651055
NFLX,179003847
NFLX,180500719
NFLX,197109061
NFLX,200644887
NFLX,200671447
NFLX,195755347
NFLX,181715361
NFLX,183891981
NFLX,184110449
NFLX,188238603
NFLX,192703725
NFLX,198685113
NFLX,200632911
NFLX,200949377
NFLX,183810711
NFLX,184069951
NFLX,184441807
NFLX,184583629
NFLX,193316981
NFLX,194046563
NFLX,195892215
NFLX,202245971
NFLX,203973469
NFLX,204225385
NFLX,184549769
NFLX,178247799
NFLX,183889829
NFLX,183939799
NFLX,184147987
NFLX,192053701
NFLX,192629599
OMC,175552821
OMC,175725585
OMC,175564529
OMC,175622627
OMC,175563387
OMC,175561189
OMC,175579055
OMC,175552751
OMC,175556601
OMC,175555403
OMC,175554467
OMC,175558473
OMC,175563391
OMC,175556753
OMC,175562485
OMC,175558461
OMC,175562231
OMC,175557217
OMC,175573679
OMC,175573663
OMC,175673805
OMC,175559123
OMC,175559643
OMC,175668017
OMC,175559645
OMC,175576905
OMC,175564647
OMC,175568499
OMC,175574243
OMC,175563421
OMC,175573683
OMC,175567125
OMC,175571365
OMC,175851121
OMC,175567001
OMC,175572821
OMC,175568377
OMC,175575619
OMC,175566999
OMC,175564763
OMC,175570107
OMC,175678973
OMC,175678975
OMC,175678977
OMC,175568371
OMC,175606967
OMC,175565699
OMC,175567425
OMC,175579221
OMC,175572469
OMC,175564803
OMC,175567187
OMC,175567465
OMC,175573707
OMC,175572471
OMC,175567481
OMC,175568335
OMC,175568869
OMC,175605597
OMC,175568539
OMC,175582049
OMC,175570251
OMC,175570121
OMC,175582053
OMC,175579215
OMC,175569699
OMC,175601613
OMC,175576433
OMC,175583719
OMC,175570131
OMC,175570133
OMC,175586561
OMC,175571371
OMC,175573717
OMC,175572753
OMC,175582051
OMC,175572899
OMC,175577635
OMC,175576401
OMC,175573681
OMC,175573803
OMC,175575615
OMC,175575673
OMC,175573719
OMC,175573011
OMC,175618123
OMC,175575645
OMC,175573801
OMC,175575137
OMC,175618127
OMC,175575647
OMC,175621469
OMC,175575675
OMC,175575665
OMC,175576933
OMC,175576937
OMC,175576409
OMC,175578907
OMC,175583451
OMC,175581381
PARA,175552821
PARA,175557073
PARA,175558311
PARA,175592149
PARA,175553899
PARA,175553157
PARA,175563411
PARA,175563223
PARA,175563387
PARA,175558475
PARA,175554441
PARA,175562233
PARA,175555405
PARA,175561851
PARA,175554473
PARA,175562485
PARA,175563371
PARA,175557913
PARA,175575177
PARA,175559123
PARA,175559643
PARA,175562249
PARA,175567431
PARA,175573683
PARA,175567125
PARA,175571365
PARA,175572821
PARA,175564763
PARA,175573805
PARA,175678977
PARA,175568507
PARA,175565699
PARA,175570261
PARA,175566153
PARA,175564805
PARA,175574247
PARA,175567187
PARA,175567465
PARA,175567433
PARA,175567457
PARA,175568335
PARA,175582213
PARA,175570251
PARA,175570131
PARA,175570135
PARA,175571093
PARA,175576381
PARA,175576401
PARA,175573681
PARA,175573803
PARA,175576575
PARA,175573011
PARA,175575647
PARA,175621469
PARA,175575665
PARA,175578913
PARA,175576937
PARA,175576385
PARA,175576425
PARA,175578907
PARA,175583451
PARA,175577645
PARA,175705383
PARA,175579695
PARA,175673807
PARA,175851127
PARA,175583415
PARA,175585099
PARA,175635051
PARA,175582459
PARA,175582473
PARA,175584105
PARA,175584957
PARA,175635057
PARA,175588297
PARA,175590749
PARA,175595175
PARA,175591195
PARA,175589331
PARA,175591129
PARA,175595181
PARA,175594063
PARA,175635035
PARA,175590007
PARA,175592011
PARA,175599439
PARA,175595165
PARA,175614365
PARA,175635007
PARA,175593657
PARA,175593655
PARA,175593437
PARA,175593441
PARA,175593659
PARA,175600051
PARA,175598145
PARA,175610721
PARA,175606615
PARA,175598555
PARA,175599219
TTWO,175558311
TTWO,175559319
TTWO,175555931
TTWO,175563389
TTWO,175563345
TTWO,175558321
TTWO,175552797
TTWO,175562241
TTWO,175552877
TTWO,175554327
TTWO,175568659
TTWO,175562233
TTWO,175565867
TTWO,175565459
TTWO,175558459
TTWO,175555403
TTWO,175558087
TTWO,175555871
TTWO,175565453
TTWO,175558461
TTWO,175560659
TTWO,175721057
TTWO,175557865
TTWO,175560895
TTWO,175575177
TTWO,175559123
TTWO,175563875
TTWO,175559643
TTWO,175559645
TTWO,175568637
TTWO,175562247
TTWO,175563723
